[rosmaster.main][INFO] 2024-03-05 05:19:34,011: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2024-03-05 05:19:34,011: Starting ROS Master Node
[rosmaster.master][INFO] 2024-03-05 05:19:34,091: +PARAM [/smb_velocity_controller/type] by /roslaunch
[rosmaster.master][INFO] 2024-03-05 05:19:34,092: +PARAM [/smb_velocity_controller/left_wheel] by /roslaunch
[rosmaster.master][INFO] 2024-03-05 05:19:34,092: +PARAM [/smb_velocity_controller/right_wheel] by /roslaunch
[rosmaster.master][INFO] 2024-03-05 05:19:34,092: +PARAM [/smb_velocity_controller/publish_rate] by /roslaunch
[rosmaster.master][INFO] 2024-03-05 05:19:34,092: +PARAM [/smb_velocity_controller/pose_covariance_diagonal] by /roslaunch
[rosmaster.master][INFO] 2024-03-05 05:19:34,092: +PARAM [/smb_velocity_controller/twist_covariance_diagonal] by /roslaunch
[rosmaster.master][INFO] 2024-03-05 05:19:34,092: +PARAM [/smb_velocity_controller/cmd_vel_timeout] by /roslaunch
[rosmaster.master][INFO] 2024-03-05 05:19:34,092: +PARAM [/smb_velocity_controller/velocity_rolling_window_size] by /roslaunch
[rosmaster.master][INFO] 2024-03-05 05:19:34,092: +PARAM [/gazebo_ros_control/pid_gains/LF_WHEEL_JOINT/p] by /roslaunch
[rosmaster.master][INFO] 2024-03-05 05:19:34,092: +PARAM [/gazebo_ros_control/pid_gains/RF_WHEEL_JOINT/p] by /roslaunch
[rosmaster.master][INFO] 2024-03-05 05:19:34,092: +PARAM [/gazebo_ros_control/pid_gains/LH_WHEEL_JOINT/p] by /roslaunch
[rosmaster.master][INFO] 2024-03-05 05:19:34,092: +PARAM [/gazebo_ros_control/pid_gains/RH_WHEEL_JOINT/p] by /roslaunch
[rosmaster.master][INFO] 2024-03-05 05:19:34,092: +PARAM [/gazebo_ros_control/base_frame_id] by /roslaunch
[rosmaster.master][INFO] 2024-03-05 05:19:34,092: +PARAM [/gazebo_ros_control/enable_odom_tf] by /roslaunch
[rosmaster.master][INFO] 2024-03-05 05:19:34,092: +PARAM [/gazebo_ros_control/estimate_velocity_from_position] by /roslaunch
[rosmaster.master][INFO] 2024-03-05 05:19:34,092: +PARAM [/gazebo_ros_control/wheel_separation_multiplier] by /roslaunch
[rosmaster.master][INFO] 2024-03-05 05:19:34,092: +PARAM [/gazebo_ros_control/wheel_radius_multiplier] by /roslaunch
[rosmaster.master][INFO] 2024-03-05 05:19:34,092: +PARAM [/gazebo_ros_control/linear/x/has_velocity_limits] by /roslaunch
[rosmaster.master][INFO] 2024-03-05 05:19:34,092: +PARAM [/gazebo_ros_control/linear/x/max_velocity] by /roslaunch
[rosmaster.master][INFO] 2024-03-05 05:19:34,092: +PARAM [/gazebo_ros_control/linear/x/has_acceleration_limits] by /roslaunch
[rosmaster.master][INFO] 2024-03-05 05:19:34,092: +PARAM [/gazebo_ros_control/linear/x/max_acceleration] by /roslaunch
[rosmaster.master][INFO] 2024-03-05 05:19:34,092: +PARAM [/gazebo_ros_control/angular/z/has_velocity_limits] by /roslaunch
[rosmaster.master][INFO] 2024-03-05 05:19:34,092: +PARAM [/gazebo_ros_control/angular/z/max_velocity] by /roslaunch
[rosmaster.master][INFO] 2024-03-05 05:19:34,092: +PARAM [/gazebo_ros_control/angular/z/has_acceleration_limits] by /roslaunch
[rosmaster.master][INFO] 2024-03-05 05:19:34,092: +PARAM [/gazebo_ros_control/angular/z/max_acceleration] by /roslaunch
[rosmaster.master][INFO] 2024-03-05 05:19:34,092: +PARAM [/smb_robot_state_publisher/publish_frequency] by /roslaunch
[rosmaster.master][INFO] 2024-03-05 05:19:34,092: +PARAM [/smb_robot_state_publisher/use_tf_static] by /roslaunch
[rosmaster.master][INFO] 2024-03-05 05:19:34,092: +PARAM [/twist_mux/topics] by /roslaunch
[rosmaster.master][INFO] 2024-03-05 05:19:34,092: +PARAM [/twist_mux/locks] by /roslaunch
[rosmaster.master][INFO] 2024-03-05 05:19:34,092: +PARAM [/ekf_localization/odom_frame] by /roslaunch
[rosmaster.master][INFO] 2024-03-05 05:19:34,092: +PARAM [/ekf_localization/base_link_frame] by /roslaunch
[rosmaster.master][INFO] 2024-03-05 05:19:34,092: +PARAM [/ekf_localization/world_frame] by /roslaunch
[rosmaster.master][INFO] 2024-03-05 05:19:34,092: +PARAM [/ekf_localization/two_d_mode] by /roslaunch
[rosmaster.master][INFO] 2024-03-05 05:19:34,092: +PARAM [/ekf_localization/frequency] by /roslaunch
[rosmaster.master][INFO] 2024-03-05 05:19:34,092: +PARAM [/ekf_localization/odom0] by /roslaunch
[rosmaster.master][INFO] 2024-03-05 05:19:34,093: +PARAM [/ekf_localization/odom0_config] by /roslaunch
[rosmaster.master][INFO] 2024-03-05 05:19:34,093: +PARAM [/ekf_localization/odom0_differential] by /roslaunch
[rosmaster.master][INFO] 2024-03-05 05:19:34,093: +PARAM [/ekf_localization/odom0_queue_size] by /roslaunch
[rosmaster.master][INFO] 2024-03-05 05:19:34,093: +PARAM [/ekf_localization/imu0] by /roslaunch
[rosmaster.master][INFO] 2024-03-05 05:19:34,093: +PARAM [/ekf_localization/imu0_config] by /roslaunch
[rosmaster.master][INFO] 2024-03-05 05:19:34,093: +PARAM [/ekf_localization/imu0_differential] by /roslaunch
[rosmaster.master][INFO] 2024-03-05 05:19:34,093: +PARAM [/ekf_localization/imu0_queue_size] by /roslaunch
[rosmaster.master][INFO] 2024-03-05 05:19:34,093: +PARAM [/ekf_localization/imu0_remove_gravitational_acceleration] by /roslaunch
[rosmaster.master][INFO] 2024-03-05 05:19:34,095: +SERVICE [/rosout/get_loggers] /rosout http://localhost:37427/
[rosmaster.master][INFO] 2024-03-05 05:19:34,095: +SERVICE [/rosout/set_logger_level] /rosout http://localhost:37427/
[rosmaster.master][INFO] 2024-03-05 05:19:34,097: +SUB [/clock] /rosout http://localhost:37427/
[rosmaster.master][INFO] 2024-03-05 05:19:34,097: +PUB [/rosout_agg] /rosout http://localhost:37427/
[rosmaster.master][INFO] 2024-03-05 05:19:34,098: +SUB [/rosout] /rosout http://localhost:37427/
[rosmaster.master][INFO] 2024-03-05 05:19:34,127: +PUB [/rosout] /pointcloud_to_laserscan http://localhost:36619/
[rosmaster.master][INFO] 2024-03-05 05:19:34,127: +SERVICE [/pointcloud_to_laserscan/get_loggers] /pointcloud_to_laserscan http://localhost:36619/
[rosmaster.master][INFO] 2024-03-05 05:19:34,127: +SERVICE [/pointcloud_to_laserscan/set_logger_level] /pointcloud_to_laserscan http://localhost:36619/
[rosmaster.master][INFO] 2024-03-05 05:19:34,129: +SUB [/clock] /pointcloud_to_laserscan http://localhost:36619/
[rosmaster.master][INFO] 2024-03-05 05:19:34,139: +PUB [/rosout] /twist_mux http://localhost:39789/
[rosmaster.master][INFO] 2024-03-05 05:19:34,140: +PUB [/rosout] /smb_robot_state_publisher http://localhost:42347/
[rosmaster.master][INFO] 2024-03-05 05:19:34,140: +SERVICE [/twist_mux/get_loggers] /twist_mux http://localhost:39789/
[rosmaster.master][INFO] 2024-03-05 05:19:34,140: +SERVICE [/smb_robot_state_publisher/get_loggers] /smb_robot_state_publisher http://localhost:42347/
[rosmaster.master][INFO] 2024-03-05 05:19:34,140: +SERVICE [/twist_mux/set_logger_level] /twist_mux http://localhost:39789/
[rosmaster.master][INFO] 2024-03-05 05:19:34,141: +SERVICE [/smb_robot_state_publisher/set_logger_level] /smb_robot_state_publisher http://localhost:42347/
[rosmaster.master][INFO] 2024-03-05 05:19:34,143: +SUB [/clock] /twist_mux http://localhost:39789/
[rosmaster.master][INFO] 2024-03-05 05:19:34,143: +SUB [/clock] /smb_robot_state_publisher http://localhost:42347/
[rosmaster.master][INFO] 2024-03-05 05:19:34,143: +CACHEDPARAM [/twist_mux/topics] by /twist_mux
[rosmaster.master][INFO] 2024-03-05 05:19:34,144: +CACHEDPARAM [/rosout_disable_topics_generation] by /twist_mux
[rosmaster.master][INFO] 2024-03-05 05:19:34,145: +CACHEDPARAM [/rosout_disable_topics_generation] by /smb_robot_state_publisher
[rosmaster.master][INFO] 2024-03-05 05:19:34,146: +SUB [/joy_teleop/cmd_vel] /twist_mux http://localhost:39789/
[rosmaster.master][INFO] 2024-03-05 05:19:34,147: +PUB [/tf] /smb_robot_state_publisher http://localhost:42347/
[rosmaster.master][INFO] 2024-03-05 05:19:34,148: +PUB [/tf_static] /smb_robot_state_publisher http://localhost:42347/
[rosmaster.master][INFO] 2024-03-05 05:19:34,148: +SUB [/twist_marker_server/cmd_vel] /twist_mux http://localhost:39789/
[rosmaster.master][INFO] 2024-03-05 05:19:34,149: +PUB [/rosout] /ekf_localization http://localhost:39985/
[rosmaster.master][INFO] 2024-03-05 05:19:34,149: +SERVICE [/ekf_localization/get_loggers] /ekf_localization http://localhost:39985/
[rosmaster.master][INFO] 2024-03-05 05:19:34,150: +SERVICE [/ekf_localization/set_logger_level] /ekf_localization http://localhost:39985/
[rosmaster.master][INFO] 2024-03-05 05:19:34,151: +CACHEDPARAM [/rosout_disable_topics_generation] by /pointcloud_to_laserscan
[rosmaster.master][INFO] 2024-03-05 05:19:34,152: +SERVICE [/pointcloud_to_laserscan/load_nodelet] /pointcloud_to_laserscan http://localhost:36619/
[rosmaster.master][INFO] 2024-03-05 05:19:34,153: +SUB [/joint_states] /smb_robot_state_publisher http://localhost:42347/
[rosmaster.master][INFO] 2024-03-05 05:19:34,153: +SUB [/cmd_vel] /twist_mux http://localhost:39789/
[rosmaster.master][INFO] 2024-03-05 05:19:34,154: +SERVICE [/pointcloud_to_laserscan/unload_nodelet] /pointcloud_to_laserscan http://localhost:36619/
[rosmaster.master][INFO] 2024-03-05 05:19:34,154: +CACHEDPARAM [/twist_mux/locks] by /twist_mux
[rosmaster.master][INFO] 2024-03-05 05:19:34,154: +SUB [/clock] /ekf_localization http://localhost:39985/
[rosmaster.master][INFO] 2024-03-05 05:19:34,155: +SERVICE [/pointcloud_to_laserscan/list] /pointcloud_to_laserscan http://localhost:36619/
[rosmaster.master][INFO] 2024-03-05 05:19:34,155: +PUB [/diagnostics] /ekf_localization http://localhost:39985/
[rosmaster.master][INFO] 2024-03-05 05:19:34,156: +CACHEDPARAM [/ekf_localization/diagnostic_period] by /ekf_localization
[rosmaster.master][INFO] 2024-03-05 05:19:34,157: +SUB [/e_stop] /twist_mux http://localhost:39789/
[rosmaster.master][INFO] 2024-03-05 05:19:34,158: +PUB [/smb_velocity_controller/cmd_vel] /twist_mux http://localhost:39789/
[rosmaster.master][INFO] 2024-03-05 05:19:34,159: +PUB [/diagnostics] /twist_mux http://localhost:39789/
[rosmaster.master][INFO] 2024-03-05 05:19:34,159: +SUB [/tf] /ekf_localization http://localhost:39985/
[rosmaster.master][INFO] 2024-03-05 05:19:34,159: +CACHEDPARAM [/twist_mux/diagnostic_period] by /twist_mux
[rosmaster.master][INFO] 2024-03-05 05:19:34,162: +SUB [/tf_static] /ekf_localization http://localhost:39985/
[rosmaster.master][INFO] 2024-03-05 05:19:34,163: +PUB [/tf] /ekf_localization http://localhost:39985/
[rosmaster.master][INFO] 2024-03-05 05:19:34,168: +SUB [/tf] /pointcloud_to_laserscan http://localhost:36619/
[rosmaster.master][INFO] 2024-03-05 05:19:34,170: +SUB [/tf_static] /pointcloud_to_laserscan http://localhost:36619/
[rosmaster.master][INFO] 2024-03-05 05:19:34,171: +PUB [/scan] /pointcloud_to_laserscan http://localhost:36619/
[rosmaster.master][INFO] 2024-03-05 05:19:34,173: +SUB [/set_pose] /ekf_localization http://localhost:39985/
[rosmaster.master][INFO] 2024-03-05 05:19:34,173: +SERVICE [/set_pose] /ekf_localization http://localhost:39985/
[rosmaster.master][INFO] 2024-03-05 05:19:34,174: +SERVICE [/ekf_localization/enable] /ekf_localization http://localhost:39985/
[rosmaster.master][INFO] 2024-03-05 05:19:34,174: +SERVICE [/ekf_localization/toggle] /ekf_localization http://localhost:39985/
[rosmaster.master][INFO] 2024-03-05 05:19:34,180: +SUB [/imu/data] /ekf_localization http://localhost:39985/
[rosmaster.master][INFO] 2024-03-05 05:19:34,181: +PUB [/odometry/filtered] /ekf_localization http://localhost:39985/
[rosmaster.master][INFO] 2024-03-05 05:19:34,211: publisherUpdate[/rosout] -> http://localhost:37427/ ['http://localhost:36619/']
[rosmaster.master][INFO] 2024-03-05 05:19:34,211: publisherUpdate[/tf] -> http://localhost:39985/ ['http://localhost:42347/', 'http://localhost:39985/']
[rosmaster.master][INFO] 2024-03-05 05:19:34,214: publisherUpdate[/tf] -> http://localhost:39985/ ['http://localhost:42347/', 'http://localhost:39985/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2024-03-05 05:19:34,214: publisherUpdate[/rosout] -> http://localhost:37427/ ['http://localhost:36619/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2024-03-05 05:19:34,214: publisherUpdate[/rosout] -> http://localhost:37427/ ['http://localhost:36619/', 'http://localhost:39789/']
[rosmaster.master][INFO] 2024-03-05 05:19:34,214: publisherUpdate[/rosout] -> http://localhost:37427/ ['http://localhost:36619/', 'http://localhost:39789/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2024-03-05 05:19:34,214: publisherUpdate[/rosout] -> http://localhost:37427/ ['http://localhost:36619/', 'http://localhost:39789/', 'http://localhost:42347/']
[rosmaster.master][INFO] 2024-03-05 05:19:34,215: publisherUpdate[/rosout] -> http://localhost:37427/ ['http://localhost:36619/', 'http://localhost:39789/', 'http://localhost:42347/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2024-03-05 05:19:34,215: publisherUpdate[/rosout] -> http://localhost:37427/ ['http://localhost:36619/', 'http://localhost:39789/', 'http://localhost:42347/', 'http://localhost:39985/']
[rosmaster.master][INFO] 2024-03-05 05:19:34,215: publisherUpdate[/rosout] -> http://localhost:37427/ ['http://localhost:36619/', 'http://localhost:39789/', 'http://localhost:42347/', 'http://localhost:39985/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2024-03-05 05:19:34,400: +PUB [/rosout] /base_controller_spawner http://localhost:34777/
[rosmaster.master][INFO] 2024-03-05 05:19:34,402: +SUB [/clock] /base_controller_spawner http://localhost:34777/
[rosmaster.master][INFO] 2024-03-05 05:19:34,403: +SERVICE [/base_controller_spawner/get_loggers] /base_controller_spawner http://localhost:34777/
[rosmaster.master][INFO] 2024-03-05 05:19:34,404: +SERVICE [/base_controller_spawner/set_logger_level] /base_controller_spawner http://localhost:34777/
[rosmaster.master][INFO] 2024-03-05 05:19:34,404: +CACHEDPARAM [/rosout_disable_topics_generation] by /base_controller_spawner
[rosmaster.master][INFO] 2024-03-05 05:19:34,412: publisherUpdate[/rosout] -> http://localhost:37427/ ['http://localhost:36619/', 'http://localhost:39789/', 'http://localhost:42347/', 'http://localhost:39985/', 'http://localhost:34777/']
[rosmaster.master][INFO] 2024-03-05 05:19:34,413: publisherUpdate[/rosout] -> http://localhost:37427/ ['http://localhost:36619/', 'http://localhost:39789/', 'http://localhost:42347/', 'http://localhost:39985/', 'http://localhost:34777/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2024-03-05 05:19:34,414: +PUB [/rosout] /spawn_urdf http://localhost:41859/
[rosmaster.master][INFO] 2024-03-05 05:19:34,414: publisherUpdate[/rosout] -> http://localhost:37427/ ['http://localhost:36619/', 'http://localhost:39789/', 'http://localhost:42347/', 'http://localhost:39985/', 'http://localhost:34777/', 'http://localhost:41859/']
[rosmaster.master][INFO] 2024-03-05 05:19:34,415: publisherUpdate[/rosout] -> http://localhost:37427/ ['http://localhost:36619/', 'http://localhost:39789/', 'http://localhost:42347/', 'http://localhost:39985/', 'http://localhost:34777/', 'http://localhost:41859/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2024-03-05 05:19:34,416: +SUB [/clock] /spawn_urdf http://localhost:41859/
[rosmaster.master][INFO] 2024-03-05 05:19:34,417: +SERVICE [/spawn_urdf/get_loggers] /spawn_urdf http://localhost:41859/
[rosmaster.master][INFO] 2024-03-05 05:19:34,417: +SERVICE [/spawn_urdf/set_logger_level] /spawn_urdf http://localhost:41859/
[rosmaster.master][INFO] 2024-03-05 05:19:34,418: +CACHEDPARAM [/rosout_disable_topics_generation] by /spawn_urdf
[rosmaster.master][INFO] 2024-03-05 05:19:34,423: +CACHEDPARAM [/rosout_disable_topics_generation] by /spawn_urdf
[rosmaster.master][INFO] 2024-03-05 05:19:34,471: +PUB [/rosout] /gazebo http://localhost:39691/
[rosmaster.master][INFO] 2024-03-05 05:19:34,471: +SERVICE [/gazebo/get_loggers] /gazebo http://localhost:39691/
[rosmaster.master][INFO] 2024-03-05 05:19:34,471: +SERVICE [/gazebo/set_logger_level] /gazebo http://localhost:39691/
[rosmaster.master][INFO] 2024-03-05 05:19:34,472: +SUB [/clock] /gazebo http://localhost:39691/
[rosmaster.master][INFO] 2024-03-05 05:19:34,474: +CACHEDPARAM [/rosout_disable_topics_generation] by /gazebo
[rosmaster.master][INFO] 2024-03-05 05:19:34,513: publisherUpdate[/rosout] -> http://localhost:37427/ ['http://localhost:36619/', 'http://localhost:39789/', 'http://localhost:42347/', 'http://localhost:39985/', 'http://localhost:34777/', 'http://localhost:41859/', 'http://localhost:39691/']
[rosmaster.master][INFO] 2024-03-05 05:19:34,514: publisherUpdate[/rosout] -> http://localhost:37427/ ['http://localhost:36619/', 'http://localhost:39789/', 'http://localhost:42347/', 'http://localhost:39985/', 'http://localhost:34777/', 'http://localhost:41859/', 'http://localhost:39691/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2024-03-05 05:19:34,530: +PUB [/rosout] /gazebo_gui http://localhost:37169/
[rosmaster.master][INFO] 2024-03-05 05:19:34,531: +SERVICE [/gazebo_gui/get_loggers] /gazebo_gui http://localhost:37169/
[rosmaster.master][INFO] 2024-03-05 05:19:34,531: +SERVICE [/gazebo_gui/set_logger_level] /gazebo_gui http://localhost:37169/
[rosmaster.master][INFO] 2024-03-05 05:19:34,532: +SUB [/clock] /gazebo_gui http://localhost:37169/
[rosmaster.master][INFO] 2024-03-05 05:19:34,533: +CACHEDPARAM [/rosout_disable_topics_generation] by /gazebo_gui
[rosmaster.master][INFO] 2024-03-05 05:19:34,614: publisherUpdate[/rosout] -> http://localhost:37427/ ['http://localhost:36619/', 'http://localhost:39789/', 'http://localhost:42347/', 'http://localhost:39985/', 'http://localhost:34777/', 'http://localhost:41859/', 'http://localhost:39691/', 'http://localhost:37169/']
[rosmaster.master][INFO] 2024-03-05 05:19:34,615: publisherUpdate[/rosout] -> http://localhost:37427/ ['http://localhost:36619/', 'http://localhost:39789/', 'http://localhost:42347/', 'http://localhost:39985/', 'http://localhost:34777/', 'http://localhost:41859/', 'http://localhost:39691/', 'http://localhost:37169/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2024-03-05 05:19:34,717: +CACHEDPARAM [/rosout/omit_topics] by /rosout
[rosmaster.master][INFO] 2024-03-05 05:19:34,736: +PUB [/clock] /gazebo http://localhost:39691/
[rosmaster.master][INFO] 2024-03-05 05:19:34,737: +SERVICE [/gazebo/spawn_sdf_model] /gazebo http://localhost:39691/
[rosmaster.master][INFO] 2024-03-05 05:19:34,737: +SERVICE [/gazebo/spawn_urdf_model] /gazebo http://localhost:39691/
[rosmaster.master][INFO] 2024-03-05 05:19:34,737: +SERVICE [/gazebo/delete_model] /gazebo http://localhost:39691/
[rosmaster.master][INFO] 2024-03-05 05:19:34,737: +SERVICE [/gazebo/delete_light] /gazebo http://localhost:39691/
[rosmaster.master][INFO] 2024-03-05 05:19:34,738: +SERVICE [/gazebo/get_model_properties] /gazebo http://localhost:39691/
[rosmaster.master][INFO] 2024-03-05 05:19:34,738: +SERVICE [/gazebo/get_model_state] /gazebo http://localhost:39691/
[rosmaster.master][INFO] 2024-03-05 05:19:34,739: +SERVICE [/gazebo/get_world_properties] /gazebo http://localhost:39691/
[rosmaster.master][INFO] 2024-03-05 05:19:34,739: +SERVICE [/gazebo/get_joint_properties] /gazebo http://localhost:39691/
[rosmaster.master][INFO] 2024-03-05 05:19:34,739: +SERVICE [/gazebo/get_link_properties] /gazebo http://localhost:39691/
[rosmaster.master][INFO] 2024-03-05 05:19:34,739: +SERVICE [/gazebo/get_link_state] /gazebo http://localhost:39691/
[rosmaster.master][INFO] 2024-03-05 05:19:34,739: +SERVICE [/gazebo/get_light_properties] /gazebo http://localhost:39691/
[rosmaster.master][INFO] 2024-03-05 05:19:34,740: +SERVICE [/gazebo/set_light_properties] /gazebo http://localhost:39691/
[rosmaster.master][INFO] 2024-03-05 05:19:34,740: +SERVICE [/gazebo/get_physics_properties] /gazebo http://localhost:39691/
[rosmaster.master][INFO] 2024-03-05 05:19:34,740: +PUB [/gazebo/link_states] /gazebo http://localhost:39691/
[rosmaster.master][INFO] 2024-03-05 05:19:34,740: +PUB [/gazebo/model_states] /gazebo http://localhost:39691/
[rosmaster.master][INFO] 2024-03-05 05:19:34,740: +PUB [/gazebo/performance_metrics] /gazebo http://localhost:39691/
[rosmaster.master][INFO] 2024-03-05 05:19:34,741: +SERVICE [/gazebo/set_link_properties] /gazebo http://localhost:39691/
[rosmaster.master][INFO] 2024-03-05 05:19:34,741: +SERVICE [/gazebo/set_physics_properties] /gazebo http://localhost:39691/
[rosmaster.master][INFO] 2024-03-05 05:19:34,741: +SERVICE [/gazebo/set_model_state] /gazebo http://localhost:39691/
[rosmaster.master][INFO] 2024-03-05 05:19:34,741: +SERVICE [/gazebo/set_model_configuration] /gazebo http://localhost:39691/
[rosmaster.master][INFO] 2024-03-05 05:19:34,741: +SERVICE [/gazebo/set_joint_properties] /gazebo http://localhost:39691/
[rosmaster.master][INFO] 2024-03-05 05:19:34,742: +SERVICE [/gazebo/set_link_state] /gazebo http://localhost:39691/
[rosmaster.master][INFO] 2024-03-05 05:19:34,742: +SUB [/gazebo/set_link_state] /gazebo http://localhost:39691/
[rosmaster.master][INFO] 2024-03-05 05:19:34,743: +SUB [/gazebo/set_model_state] /gazebo http://localhost:39691/
[rosmaster.master][INFO] 2024-03-05 05:19:34,743: +SERVICE [/gazebo/pause_physics] /gazebo http://localhost:39691/
[rosmaster.master][INFO] 2024-03-05 05:19:34,743: +SERVICE [/gazebo/unpause_physics] /gazebo http://localhost:39691/
[rosmaster.master][INFO] 2024-03-05 05:19:34,744: +SERVICE [/gazebo/apply_body_wrench] /gazebo http://localhost:39691/
[rosmaster.master][INFO] 2024-03-05 05:19:34,744: +SERVICE [/gazebo/apply_joint_effort] /gazebo http://localhost:39691/
[rosmaster.master][INFO] 2024-03-05 05:19:34,744: +SERVICE [/gazebo/clear_joint_forces] /gazebo http://localhost:39691/
[rosmaster.master][INFO] 2024-03-05 05:19:34,744: +SERVICE [/gazebo/clear_body_wrenches] /gazebo http://localhost:39691/
[rosmaster.master][INFO] 2024-03-05 05:19:34,744: +SERVICE [/gazebo/reset_simulation] /gazebo http://localhost:39691/
[rosmaster.master][INFO] 2024-03-05 05:19:34,744: +SERVICE [/gazebo/reset_world] /gazebo http://localhost:39691/
[rosmaster.master][INFO] 2024-03-05 05:19:34,760: +SERVICE [/gazebo/set_parameters] /gazebo http://localhost:39691/
[rosmaster.master][INFO] 2024-03-05 05:19:34,760: +PUB [/gazebo/parameter_descriptions] /gazebo http://localhost:39691/
[rosmaster.master][INFO] 2024-03-05 05:19:34,760: +PUB [/gazebo/parameter_updates] /gazebo http://localhost:39691/
[rosmaster.master][INFO] 2024-03-05 05:19:34,763: +PARAM [/gazebo/time_step] by /gazebo
[rosmaster.master][INFO] 2024-03-05 05:19:34,764: +PARAM [/gazebo/max_update_rate] by /gazebo
[rosmaster.master][INFO] 2024-03-05 05:19:34,764: +PARAM [/gazebo/gravity_x] by /gazebo
[rosmaster.master][INFO] 2024-03-05 05:19:34,765: +PARAM [/gazebo/gravity_y] by /gazebo
[rosmaster.master][INFO] 2024-03-05 05:19:34,765: +PARAM [/gazebo/gravity_z] by /gazebo
[rosmaster.master][INFO] 2024-03-05 05:19:34,765: +PARAM [/gazebo/auto_disable_bodies] by /gazebo
[rosmaster.master][INFO] 2024-03-05 05:19:34,765: +PARAM [/gazebo/sor_pgs_precon_iters] by /gazebo
[rosmaster.master][INFO] 2024-03-05 05:19:34,766: +PARAM [/gazebo/sor_pgs_iters] by /gazebo
[rosmaster.master][INFO] 2024-03-05 05:19:34,766: +PARAM [/gazebo/sor_pgs_w] by /gazebo
[rosmaster.master][INFO] 2024-03-05 05:19:34,766: +PARAM [/gazebo/sor_pgs_rms_error_tol] by /gazebo
