[rosmaster.main][INFO] 2024-03-05 04:58:19,510: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2024-03-05 04:58:19,510: Starting ROS Master Node
[rosmaster.master][INFO] 2024-03-05 04:58:19,604: +PARAM [/ekf_localization/world_frame] by /roslaunch
[rosmaster.master][INFO] 2024-03-05 04:58:19,604: +PARAM [/ekf_localization/two_d_mode] by /roslaunch
[rosmaster.master][INFO] 2024-03-05 04:58:19,604: +PARAM [/ekf_localization/frequency] by /roslaunch
[rosmaster.master][INFO] 2024-03-05 04:58:19,604: +PARAM [/ekf_localization/odom0] by /roslaunch
[rosmaster.master][INFO] 2024-03-05 04:58:19,604: +PARAM [/ekf_localization/odom0_config] by /roslaunch
[rosmaster.master][INFO] 2024-03-05 04:58:19,604: +PARAM [/ekf_localization/odom0_differential] by /roslaunch
[rosmaster.master][INFO] 2024-03-05 04:58:19,604: +PARAM [/ekf_localization/odom0_queue_size] by /roslaunch
[rosmaster.master][INFO] 2024-03-05 04:58:19,604: +PARAM [/ekf_localization/imu0] by /roslaunch
[rosmaster.master][INFO] 2024-03-05 04:58:19,604: +PARAM [/ekf_localization/imu0_config] by /roslaunch
[rosmaster.master][INFO] 2024-03-05 04:58:19,604: +PARAM [/ekf_localization/imu0_differential] by /roslaunch
[rosmaster.master][INFO] 2024-03-05 04:58:19,604: +PARAM [/ekf_localization/imu0_queue_size] by /roslaunch
[rosmaster.master][INFO] 2024-03-05 04:58:19,604: +PARAM [/ekf_localization/imu0_remove_gravitational_acceleration] by /roslaunch
[rosmaster.master][INFO] 2024-03-05 04:58:19,618: +SERVICE [/rosout/get_loggers] /rosout http://localhost:34827/
[rosmaster.master][INFO] 2024-03-05 04:58:19,618: +SERVICE [/rosout/set_logger_level] /rosout http://localhost:34827/
[rosmaster.master][INFO] 2024-03-05 04:58:19,620: +SUB [/clock] /rosout http://localhost:34827/
[rosmaster.master][INFO] 2024-03-05 04:58:19,620: +PUB [/rosout_agg] /rosout http://localhost:34827/
[rosmaster.master][INFO] 2024-03-05 04:58:19,621: +SUB [/rosout] /rosout http://localhost:34827/
[rosmaster.master][INFO] 2024-03-05 04:58:19,657: +PUB [/rosout] /smb_robot_state_publisher http://localhost:46537/
[rosmaster.master][INFO] 2024-03-05 04:58:19,658: +SERVICE [/smb_robot_state_publisher/get_loggers] /smb_robot_state_publisher http://localhost:46537/
[rosmaster.master][INFO] 2024-03-05 04:58:19,658: +SERVICE [/smb_robot_state_publisher/set_logger_level] /smb_robot_state_publisher http://localhost:46537/
[rosmaster.master][INFO] 2024-03-05 04:58:19,659: +SUB [/clock] /smb_robot_state_publisher http://localhost:46537/
[rosmaster.master][INFO] 2024-03-05 04:58:19,661: +CACHEDPARAM [/rosout_disable_topics_generation] by /smb_robot_state_publisher
[rosmaster.master][INFO] 2024-03-05 04:58:19,663: +PUB [/tf] /smb_robot_state_publisher http://localhost:46537/
[rosmaster.master][INFO] 2024-03-05 04:58:19,663: +PUB [/tf_static] /smb_robot_state_publisher http://localhost:46537/
[rosmaster.master][INFO] 2024-03-05 04:58:19,665: +SUB [/joint_states] /smb_robot_state_publisher http://localhost:46537/
[rosmaster.master][INFO] 2024-03-05 04:58:19,711: publisherUpdate[/rosout] -> http://localhost:34827/ ['http://localhost:46537/']
[rosmaster.master][INFO] 2024-03-05 04:58:19,713: publisherUpdate[/rosout] -> http://localhost:34827/ ['http://localhost:46537/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2024-03-05 04:58:19,891: +PUB [/rosout] /base_controller_spawner http://localhost:46593/
[rosmaster.master][INFO] 2024-03-05 04:58:19,892: +SUB [/clock] /base_controller_spawner http://localhost:46593/
[rosmaster.master][INFO] 2024-03-05 04:58:19,893: +SERVICE [/base_controller_spawner/get_loggers] /base_controller_spawner http://localhost:46593/
[rosmaster.master][INFO] 2024-03-05 04:58:19,894: +SERVICE [/base_controller_spawner/set_logger_level] /base_controller_spawner http://localhost:46593/
[rosmaster.master][INFO] 2024-03-05 04:58:19,894: +CACHEDPARAM [/rosout_disable_topics_generation] by /base_controller_spawner
[rosmaster.master][INFO] 2024-03-05 04:58:19,911: publisherUpdate[/rosout] -> http://localhost:34827/ ['http://localhost:46537/', 'http://localhost:46593/']
[rosmaster.master][INFO] 2024-03-05 04:58:19,912: publisherUpdate[/rosout] -> http://localhost:34827/ ['http://localhost:46537/', 'http://localhost:46593/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2024-03-05 04:58:20,003: +PUB [/rosout] /spawn_urdf http://localhost:35407/
[rosmaster.master][INFO] 2024-03-05 04:58:20,006: +SUB [/clock] /spawn_urdf http://localhost:35407/
[rosmaster.master][INFO] 2024-03-05 04:58:20,007: +SERVICE [/spawn_urdf/get_loggers] /spawn_urdf http://localhost:35407/
[rosmaster.master][INFO] 2024-03-05 04:58:20,008: +SERVICE [/spawn_urdf/set_logger_level] /spawn_urdf http://localhost:35407/
[rosmaster.master][INFO] 2024-03-05 04:58:20,008: +CACHEDPARAM [/rosout_disable_topics_generation] by /spawn_urdf
[rosmaster.master][INFO] 2024-03-05 04:58:20,012: +CACHEDPARAM [/rosout_disable_topics_generation] by /spawn_urdf
[rosmaster.master][INFO] 2024-03-05 04:58:20,012: publisherUpdate[/rosout] -> http://localhost:34827/ ['http://localhost:46537/', 'http://localhost:46593/', 'http://localhost:35407/']
[rosmaster.master][INFO] 2024-03-05 04:58:20,013: publisherUpdate[/rosout] -> http://localhost:34827/ ['http://localhost:46537/', 'http://localhost:46593/', 'http://localhost:35407/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2024-03-05 04:58:20,115: +CACHEDPARAM [/rosout/omit_topics] by /rosout
[rosmaster.master][INFO] 2024-03-05 04:58:20,326: +PUB [/rosout] /gazebo http://localhost:33937/
[rosmaster.master][INFO] 2024-03-05 04:58:20,327: +SERVICE [/gazebo/get_loggers] /gazebo http://localhost:33937/
[rosmaster.master][INFO] 2024-03-05 04:58:20,327: +SERVICE [/gazebo/set_logger_level] /gazebo http://localhost:33937/
[rosmaster.master][INFO] 2024-03-05 04:58:20,328: +SUB [/clock] /gazebo http://localhost:33937/
[rosmaster.master][INFO] 2024-03-05 04:58:20,329: +CACHEDPARAM [/rosout_disable_topics_generation] by /gazebo
[rosmaster.master][INFO] 2024-03-05 04:58:20,399: +PUB [/rosout] /gazebo_gui http://localhost:45233/
[rosmaster.master][INFO] 2024-03-05 04:58:20,400: +SERVICE [/gazebo_gui/get_loggers] /gazebo_gui http://localhost:45233/
[rosmaster.master][INFO] 2024-03-05 04:58:20,400: +SERVICE [/gazebo_gui/set_logger_level] /gazebo_gui http://localhost:45233/
[rosmaster.master][INFO] 2024-03-05 04:58:20,402: +SUB [/clock] /gazebo_gui http://localhost:45233/
[rosmaster.master][INFO] 2024-03-05 04:58:20,403: +CACHEDPARAM [/rosout_disable_topics_generation] by /gazebo_gui
[rosmaster.master][INFO] 2024-03-05 04:58:20,414: publisherUpdate[/rosout] -> http://localhost:34827/ ['http://localhost:46537/', 'http://localhost:46593/', 'http://localhost:35407/', 'http://localhost:33937/']
[rosmaster.master][INFO] 2024-03-05 04:58:20,414: publisherUpdate[/rosout] -> http://localhost:34827/ ['http://localhost:46537/', 'http://localhost:46593/', 'http://localhost:35407/', 'http://localhost:33937/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2024-03-05 04:58:20,414: publisherUpdate[/rosout] -> http://localhost:34827/ ['http://localhost:46537/', 'http://localhost:46593/', 'http://localhost:35407/', 'http://localhost:33937/', 'http://localhost:45233/']
[rosmaster.master][INFO] 2024-03-05 04:58:20,415: publisherUpdate[/rosout] -> http://localhost:34827/ ['http://localhost:46537/', 'http://localhost:46593/', 'http://localhost:35407/', 'http://localhost:33937/', 'http://localhost:45233/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2024-03-05 04:58:20,619: +PUB [/clock] /gazebo http://localhost:33937/
[rosmaster.master][INFO] 2024-03-05 04:58:20,619: +SERVICE [/gazebo/spawn_sdf_model] /gazebo http://localhost:33937/
[rosmaster.master][INFO] 2024-03-05 04:58:20,619: +SERVICE [/gazebo/spawn_urdf_model] /gazebo http://localhost:33937/
[rosmaster.master][INFO] 2024-03-05 04:58:20,619: +SERVICE [/gazebo/delete_model] /gazebo http://localhost:33937/
[rosmaster.master][INFO] 2024-03-05 04:58:20,620: +SERVICE [/gazebo/delete_light] /gazebo http://localhost:33937/
[rosmaster.master][INFO] 2024-03-05 04:58:20,620: +SERVICE [/gazebo/get_model_properties] /gazebo http://localhost:33937/
[rosmaster.master][INFO] 2024-03-05 04:58:20,621: +SERVICE [/gazebo/get_model_state] /gazebo http://localhost:33937/
[rosmaster.master][INFO] 2024-03-05 04:58:20,621: +SERVICE [/gazebo/get_world_properties] /gazebo http://localhost:33937/
[rosmaster.master][INFO] 2024-03-05 04:58:20,622: +SERVICE [/gazebo/get_joint_properties] /gazebo http://localhost:33937/
[rosmaster.master][INFO] 2024-03-05 04:58:20,622: +SERVICE [/gazebo/get_link_properties] /gazebo http://localhost:33937/
[rosmaster.master][INFO] 2024-03-05 04:58:20,622: +SERVICE [/gazebo/get_link_state] /gazebo http://localhost:33937/
[rosmaster.master][INFO] 2024-03-05 04:58:20,623: +SERVICE [/gazebo/get_light_properties] /gazebo http://localhost:33937/
[rosmaster.master][INFO] 2024-03-05 04:58:20,623: +SERVICE [/gazebo/set_light_properties] /gazebo http://localhost:33937/
[rosmaster.master][INFO] 2024-03-05 04:58:20,623: +SERVICE [/gazebo/get_physics_properties] /gazebo http://localhost:33937/
[rosmaster.master][INFO] 2024-03-05 04:58:20,623: +PUB [/gazebo/link_states] /gazebo http://localhost:33937/
[rosmaster.master][INFO] 2024-03-05 04:58:20,623: +PUB [/gazebo/model_states] /gazebo http://localhost:33937/
[rosmaster.master][INFO] 2024-03-05 04:58:20,624: +PUB [/gazebo/performance_metrics] /gazebo http://localhost:33937/
[rosmaster.master][INFO] 2024-03-05 04:58:20,624: +SERVICE [/gazebo/set_link_properties] /gazebo http://localhost:33937/
[rosmaster.master][INFO] 2024-03-05 04:58:20,624: +SERVICE [/gazebo/set_physics_properties] /gazebo http://localhost:33937/
[rosmaster.master][INFO] 2024-03-05 04:58:20,624: +SERVICE [/gazebo/set_model_state] /gazebo http://localhost:33937/
[rosmaster.master][INFO] 2024-03-05 04:58:20,624: +SERVICE [/gazebo/set_model_configuration] /gazebo http://localhost:33937/
[rosmaster.master][INFO] 2024-03-05 04:58:20,624: +SERVICE [/gazebo/set_joint_properties] /gazebo http://localhost:33937/
[rosmaster.master][INFO] 2024-03-05 04:58:20,625: +SERVICE [/gazebo/set_link_state] /gazebo http://localhost:33937/
[rosmaster.master][INFO] 2024-03-05 04:58:20,625: +SUB [/gazebo/set_link_state] /gazebo http://localhost:33937/
[rosmaster.master][INFO] 2024-03-05 04:58:20,626: +SUB [/gazebo/set_model_state] /gazebo http://localhost:33937/
[rosmaster.master][INFO] 2024-03-05 04:58:20,626: +SERVICE [/gazebo/pause_physics] /gazebo http://localhost:33937/
[rosmaster.master][INFO] 2024-03-05 04:58:20,627: +SERVICE [/gazebo/unpause_physics] /gazebo http://localhost:33937/
[rosmaster.master][INFO] 2024-03-05 04:58:20,627: +SERVICE [/gazebo/apply_body_wrench] /gazebo http://localhost:33937/
[rosmaster.master][INFO] 2024-03-05 04:58:20,627: +SERVICE [/gazebo/apply_joint_effort] /gazebo http://localhost:33937/
[rosmaster.master][INFO] 2024-03-05 04:58:20,627: +SERVICE [/gazebo/clear_joint_forces] /gazebo http://localhost:33937/
[rosmaster.master][INFO] 2024-03-05 04:58:20,627: +SERVICE [/gazebo/clear_body_wrenches] /gazebo http://localhost:33937/
[rosmaster.master][INFO] 2024-03-05 04:58:20,627: +SERVICE [/gazebo/reset_simulation] /gazebo http://localhost:33937/
[rosmaster.master][INFO] 2024-03-05 04:58:20,628: +SERVICE [/gazebo/reset_world] /gazebo http://localhost:33937/
[rosmaster.master][INFO] 2024-03-05 04:58:20,638: +SERVICE [/gazebo/set_parameters] /gazebo http://localhost:33937/
[rosmaster.master][INFO] 2024-03-05 04:58:20,638: +PUB [/gazebo/parameter_descriptions] /gazebo http://localhost:33937/
[rosmaster.master][INFO] 2024-03-05 04:58:20,638: +PUB [/gazebo/parameter_updates] /gazebo http://localhost:33937/
[rosmaster.master][INFO] 2024-03-05 04:58:20,643: +PARAM [/gazebo/time_step] by /gazebo
[rosmaster.master][INFO] 2024-03-05 04:58:20,643: +PARAM [/gazebo/max_update_rate] by /gazebo
[rosmaster.master][INFO] 2024-03-05 04:58:20,644: +PARAM [/gazebo/gravity_x] by /gazebo
[rosmaster.master][INFO] 2024-03-05 04:58:20,645: +PARAM [/gazebo/gravity_y] by /gazebo
[rosmaster.master][INFO] 2024-03-05 04:58:20,645: +PARAM [/gazebo/gravity_z] by /gazebo
[rosmaster.master][INFO] 2024-03-05 04:58:20,645: +PARAM [/gazebo/auto_disable_bodies] by /gazebo
[rosmaster.master][INFO] 2024-03-05 04:58:20,645: +PARAM [/gazebo/sor_pgs_precon_iters] by /gazebo
[rosmaster.master][INFO] 2024-03-05 04:58:20,645: +PARAM [/gazebo/sor_pgs_iters] by /gazebo
[rosmaster.master][INFO] 2024-03-05 04:58:20,646: +PARAM [/gazebo/sor_pgs_w] by /gazebo
[rosmaster.master][INFO] 2024-03-05 04:58:20,646: +PARAM [/gazebo/sor_pgs_rms_error_tol] by /gazebo
[rosmaster.master][INFO] 2024-03-05 04:58:20,646: +PARAM [/gazebo/cfm] by /gazebo
[rosmaster.master][INFO] 2024-03-05 04:58:20,646: +PARAM [/gazebo/erp] by /gazebo
[rosmaster.master][INFO] 2024-03-05 04:58:20,646: +PARAM [/gazebo/contact_surface_layer] by /gazebo
[rosmaster.master][INFO] 2024-03-05 04:58:20,646: +PARAM [/gazebo/contact_max_correcting_vel] by /gazebo
[rosmaster.master][INFO] 2024-03-05 04:58:20,647: +PARAM [/gazebo/max_contacts] by /gazebo
[rosmaster.master][INFO] 2024-03-05 04:58:20,648: +PARAM [/gazebo/time_step] by /gazebo
[rosmaster.master][INFO] 2024-03-05 04:58:20,648: +PARAM [/gazebo/max_update_rate] by /gazebo
[rosmaster.master][INFO] 2024-03-05 04:58:20,649: +PARAM [/gazebo/gravity_x] by /gazebo
[rosmaster.master][INFO] 2024-03-05 04:58:20,649: +PARAM [/gazebo/gravity_y] by /gazebo
[rosmaster.master][INFO] 2024-03-05 04:58:20,649: +PARAM [/gazebo/gravity_z] by /gazebo
[rosmaster.master][INFO] 2024-03-05 04:58:20,650: +PARAM [/gazebo/auto_disable_bodies] by /gazebo
[rosmaster.master][INFO] 2024-03-05 04:58:20,650: +PARAM [/gazebo/sor_pgs_precon_iters] by /gazebo
[rosmaster.master][INFO] 2024-03-05 04:58:20,650: +PARAM [/gazebo/sor_pgs_iters] by /gazebo
[rosmaster.master][INFO] 2024-03-05 04:58:20,651: +PARAM [/gazebo/sor_pgs_w] by /gazebo
[rosmaster.master][INFO] 2024-03-05 04:58:20,651: +PARAM [/gazebo/sor_pgs_rms_error_tol] by /gazebo
[rosmaster.master][INFO] 2024-03-05 04:58:20,651: +PARAM [/gazebo/cfm] by /gazebo
[rosmaster.master][INFO] 2024-03-05 04:58:20,651: +PARAM [/gazebo/erp] by /gazebo
[rosmaster.master][INFO] 2024-03-05 04:58:20,651: +PARAM [/gazebo/contact_surface_layer] by /gazebo
[rosmaster.master][INFO] 2024-03-05 04:58:20,652: +PARAM [/gazebo/contact_max_correcting_vel] by /gazebo
[rosmaster.master][INFO] 2024-03-05 04:58:20,652: +PARAM [/gazebo/max_contacts] by /gazebo
[rosmaster.master][INFO] 2024-03-05 04:58:20,714: publisherUpdate[/clock] -> http://localhost:34827/ ['http://localhost:33937/']
[rosmaster.master][INFO] 2024-03-05 04:58:20,715: publisherUpdate[/clock] -> http://localhost:46537/ ['http://localhost:33937/']
[rosmaster.master][INFO] 2024-03-05 04:58:20,715: publisherUpdate[/clock] -> http://localhost:34827/ ['http://localhost:33937/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2024-03-05 04:58:20,716: publisherUpdate[/clock] -> http://localhost:46593/ ['http://localhost:33937/']
[rosmaster.master][INFO] 2024-03-05 04:58:20,716: publisherUpdate[/clock] -> http://localhost:35407/ ['http://localhost:33937/']
[rosmaster.master][INFO] 2024-03-05 04:58:20,717: publisherUpdate[/clock] -> http://localhost:46537/ ['http://localhost:33937/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2024-03-05 04:58:20,717: publisherUpdate[/clock] -> http://localhost:33937/ ['http://localhost:33937/']
[rosmaster.master][INFO] 2024-03-05 04:58:20,718: publisherUpdate[/clock] -> http://localhost:46593/ ['http://localhost:33937/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2024-03-05 04:58:20,719: publisherUpdate[/clock] -> http://localhost:33937/ ['http://localhost:33937/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2024-03-05 04:58:20,719: publisherUpdate[/clock] -> http://localhost:35407/ ['http://localhost:33937/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2024-03-05 04:58:20,719: publisherUpdate[/clock] -> http://localhost:45233/ ['http://localhost:33937/']
[rosmaster.master][INFO] 2024-03-05 04:58:20,738: publisherUpdate[/clock] -> http://localhost:45233/ ['http://localhost:33937/']: sec=0.02, result=[1, '', 0]
[rosmaster.master][INFO] 2024-03-05 04:58:20,917: +CACHEDPARAM [/rosout_disable_topics_generation] by /spawn_urdf
[rosmaster.master][INFO] 2024-03-05 04:58:22,288: +CACHEDPARAM [/rosout_disable_topics_generation] by /spawn_urdf
[rosmaster.master][INFO] 2024-03-05 04:58:22,289: -SUB [/clock] /spawn_urdf http://localhost:35407/
[rosmaster.master][INFO] 2024-03-05 04:58:22,289: -PUB [/rosout] /spawn_urdf http://localhost:35407/
[rosmaster.master][INFO] 2024-03-05 04:58:22,290: -SERVICE [/spawn_urdf/get_loggers] /spawn_urdf rosrpc://localhost:45613
[rosmaster.master][INFO] 2024-03-05 04:58:22,290: -SERVICE [/spawn_urdf/set_logger_level] /spawn_urdf rosrpc://localhost:45613
[rosmaster.master][INFO] 2024-03-05 04:58:22,296: +PUB [/imu0] /gazebo http://localhost:33937/
[rosmaster.master][INFO] 2024-03-05 04:58:22,297: +PUB [/imu0/bias] /gazebo http://localhost:33937/
[rosmaster.master][INFO] 2024-03-05 04:58:22,297: +SERVICE [/imu/calibrate] /gazebo http://localhost:33937/
[rosmaster.master][INFO] 2024-03-05 04:58:22,297: +SERVICE [/imu0/set_accel_bias] /gazebo http://localhost:33937/
[rosmaster.master][INFO] 2024-03-05 04:58:22,297: +SERVICE [/imu0/set_rate_bias] /gazebo http://localhost:33937/
[rosmaster.master][INFO] 2024-03-05 04:58:22,298: +SERVICE [/imu0/accel/set_parameters] /gazebo http://localhost:33937/
[rosmaster.master][INFO] 2024-03-05 04:58:22,298: +PUB [/imu0/accel/parameter_descriptions] /gazebo http://localhost:33937/
[rosmaster.master][INFO] 2024-03-05 04:58:22,298: +PUB [/imu0/accel/parameter_updates] /gazebo http://localhost:33937/
[rosmaster.master][INFO] 2024-03-05 04:58:22,299: +PARAM [/imu0/accel/gaussian_noise] by /gazebo
[rosmaster.master][INFO] 2024-03-05 04:58:22,300: +PARAM [/imu0/accel/offset] by /gazebo
[rosmaster.master][INFO] 2024-03-05 04:58:22,300: +PARAM [/imu0/accel/drift] by /gazebo
[rosmaster.master][INFO] 2024-03-05 04:58:22,300: +PARAM [/imu0/accel/drift_frequency] by /gazebo
[rosmaster.master][INFO] 2024-03-05 04:58:22,301: +PARAM [/imu0/accel/scale_error] by /gazebo
[rosmaster.master][INFO] 2024-03-05 04:58:22,301: +SERVICE [/imu0/rate/set_parameters] /gazebo http://localhost:33937/
[rosmaster.master][INFO] 2024-03-05 04:58:22,301: +PUB [/imu0/rate/parameter_descriptions] /gazebo http://localhost:33937/
[rosmaster.master][INFO] 2024-03-05 04:58:22,301: +PUB [/imu0/rate/parameter_updates] /gazebo http://localhost:33937/
[rosmaster.master][INFO] 2024-03-05 04:58:22,302: +PARAM [/imu0/rate/gaussian_noise] by /gazebo
[rosmaster.master][INFO] 2024-03-05 04:58:22,302: +PARAM [/imu0/rate/offset] by /gazebo
[rosmaster.master][INFO] 2024-03-05 04:58:22,303: +PARAM [/imu0/rate/drift] by /gazebo
[rosmaster.master][INFO] 2024-03-05 04:58:22,303: +PARAM [/imu0/rate/drift_frequency] by /gazebo
